# Generated by tools/extract_transcriptions.py -- do not edit by hand.
# path	bytes	data_rows	source_header	sha256
EoS/CH4/CH4-Brine/348K/EXP_NaCl1_T348K.txt	979	24	SUSAK(1980)	d757f286c34a5bb0486698b734f553c414af6d1d731d3573869e375e357f3952
EoS/CH4/CH4-Brine/353K/EXP_KCl1_T353K.txt	847	28	KIEPE(2003)	87af67501e48429297c2d7046f56e7c5b3558296ca7b887bb0be549b8dd76ecb
EoS/CH4/CH4-Brine/373K/EXP_KCl1_T373K.txt	839	28	KIEPE(2003)	f75b85f991f19519b147a3247e107f6ce556476966b25d6f7d4bd36acd0f84f3
EoS/CH4/CH4-Brine/373K/EXP_NaCl1_T373K.txt	979	24	SUSAK(1980)	9d6f74ac2bc2bd24f6f2162a446ab2b340341bf93226ee71a5392458b12ebc2a
EoS/CH4/CH4-Brine/375K/EXP_CaCl1_T375K.txt	265	6	BLANCO(1977)	dae0bb58431de3f3341e5874475048f467924eb203fb5d96b7aa824e65f26d21
EoS/CH4/CH4-Brine/375K/EXP_NaCl1_T375K.txt	351	10	OSULLIVAN(1969)	30a84a2d6cb14857a9e7eaf1689b83eae2933409505d48f98fde5ec2a5f35979
EoS/CH4/CH4-Brine/398K/EXP_CaCl1_T398K.txt	266	6	BLANCO(1977)	19ec18be1af437b6f70d08130644ab9cd6e5e0393db067b7985058ec297f899b
EoS/CH4/CH4-Brine/398K/EXP_NaCl1_T398K.txt	377	11	OSULLIVAN(1969)	6c70cfca438618fc1aae68d2c8610827a62a1607ecc7994d565fe642a9d1f149
EoS/CH4/CH4-Brine/398K/EXP_NaCl2_T398K.txt	979	24	SUSAK(1980)	896e9fc2003e7f378745d66d8663bdcd64df6e3e7b8f5c110d4651a7b78e9d1a
EoS/CH4/CH4-Brine/423K/EXP_NaCl1_T423K.txt	979	24	SUSAK(1980)	147f16d6aac29b83eb082d6b1f003af24c4c02aac9ddf040d1bc962453d47fd7
EoS/CH4/CH4-Brine/448K/EXP_NaCl1_T448K.txt	979	24	SUSAK(1980)	76ca4a15d132dc13f728331e7a07a5d66d20172505bfd2f75adeea917ec77b6d
EoS/CH4/CH4-Brine/473K/EXP_NaCl1_T473K.txt	979	24	SUSAK(1980)	4c03dcd9c9100c28e0d78e7ccebd7e32ebb979d0ec0d43f720141e3857b74a2b
EoS/CH4/CH4-Brine/498K/EXP_NaCl1_T498K.txt	979	24	SUSAK(1980)	c0dda97ae92056bdc75934627de2f5065294bcbf92cc7a04139e2edce850a3ab
EoS/CH4/CH4-Brine/523K/EXP_NaCl1_T523K.txt	979	24	SUSAK(1980)	ac9e2e76e69cafe2dee11316b26f8bad0c93f9dabff8802f36ea59a6dc645f73
EoS/CH4/CH4-Brine/548K/EXP_NaCl1_T548K.txt	979	24	SUSAK(1980)	07a0445e2cbcea65fd7594fb95020ad4b5dc58fd07a84a11ae9c91e87edec186
EoS/CH4/CH4-Brine/573K/EXP_NaCl1_T573K.txt	835	20	SUSAK(1980)	1dca912ed1ef25eb2df9194cd3219ac0eca15d70cca21cbacf999b6005948b28
EoS/CH4/CH4-Brine/598K/EXP_NaCl1_T598K.txt	835	20	SUSAK(1980)	e903e226d563f6eddf2edf3d6d041d96f87b17224b4afa56fa448521be3b7316
EoS/CH4/CH4-Brine/EXP_NaCl1_TsK.txt	1074	23	MCGEE(1981)	ee887685eee55d40891eb8ea50c1203a7ebdf496ab0d58030cd71798fcd6bc8e
EoS/CH4/CH4-Water/275K/EXP1_T275K.txt	104	4	CHAPOY(2004)	a5d7f91279c261d5d39d29a3938cc5eb7b65659ab2972645caf6bddbba0f719c
EoS/CH4/CH4-Water/275K/EXP2_T275K.txt	139	6	LEKVAM(1997)	a735edf8ccdd9aaee6db4a1fa8197fadd997cab90d6e3b54c9a67b92892eb288
EoS/CH4/CH4-Water/275K/EXP3_T275K.txt	104	5	OU(2015)	8ace4bde51b43c0e473874901d1cc1bae8ced43161c0e77b89a3e0b0fe5a269e
EoS/CH4/CH4-Water/278K/EXP1_T278K.txt	103	4	CHAPOY(2005)	b993eeff342f0fa240d4793097c01c8be92df71f11e97c9405fdb69adaf4fefe
EoS/CH4/CH4-Water/278K/EXP2_T278K.txt	160	9	OU(2015)	d38215b6e1543eb269cb06bfe8eba969ed21b9eb82c37f7e1618da249d34a556
EoS/CH4/CH4-Water/283K/EXP1_T283K.txt	166	8	BOTGER(2016)	d2fef1e0171a8b4d392c363841effd951c86611b1f3ab56c211b4cf0e796ddfc
EoS/CH4/CH4-Water/283K/EXP2_T283K.txt	73	2	CHAPOY(2003)	afd2e11a9f20423c1ce2bf04b0ae41b518e15aa7dca818b92e75ce1356394390
EoS/CH4/CH4-Water/283K/EXP3_T283K.txt	105	4	CHAPOY(2004)	d817a02f9317927a14a18d829c0c0d0db18fb620516e9ee91dae7937f13af581
EoS/CH4/CH4-Water/283K/EXP4_T283K.txt	134	6	CHAPOY(2005)	5ab0c9f8a028c0a913b8988d0a6136718516719948099f0e7eb9be2bef802369
EoS/CH4/CH4-Water/283K/EXP5_T283K.txt	147	5	FROST(2013)	32f54736d054e904f5430447a2dfa226238791d86899304e906859ba09a73944
EoS/CH4/CH4-Water/283K/EXP6_T283K.txt	84	3	WANG(2003)	4a60dad682978f3de697636ca662b392a3344b3b5bbce1be2e4235189ffc9fcb
EoS/CH4/CH4-Water/283K/EXP7_T283K.txt	106	4	LEKVAM(1997)	cd913e75d82c4a0c81359d21c79c4a19be1a459096cc25de823f7a991a4ed8df
EoS/CH4/CH4-Water/283K/EXP8_T283K.txt	116	5	WANG(1995)	897bb1fe3bfbf685d0f8e88192e6f61925fe421fcae3e4867fb6c97fee23508a
EoS/CH4/CH4-Water/283K/EXP9_T283K.txt	175	10	OU(2015)	ef843aa467142ff73ea7519e7330cf10f6f246cea456d29eaf9aac097ebe773d
EoS/CH4/CH4-Water/286K/EXP1_T286K.txt	123	5	LEKVAM(1997)	b78e29ae6b353c155d61dbb81808aea8b2e1ba7cf98e0f7dcaf7a408d525a2c8
EoS/CH4/CH4-Water/286K/EXP2_T286K.txt	104	5	OU(2015)	cb43dc7cba38bd4db3056c4b6aa3f8114ad3d891df27e96155323569c37046f3
EoS/CH4/CH4-Water/288K/EXP1_T288K.txt	92	3	CHAPOY(2003)	4fe11ba0e0647108f8f5e3f9f41613a1dced8ec983d12062d41f532df55525b6
EoS/CH4/CH4-Water/288K/EXP2_T288K.txt	87	3	CHAPOY(2005)	48af9dc84e5ea28f84d5715620322a8331497a7960e5d82bd8eb2d73faab0243
EoS/CH4/CH4-Water/288K/EXP3_T288K.txt	116	5	WANG(1995)	a78290593afc95c3a667d72700d6f6e1ed0fca9af22ff34f9500b5f7d64cf2c2
EoS/CH4/CH4-Water/288K/EXP4_T288K.txt	175	10	OU(2015)	510e441fa02c980374b8b47467090851e49010f2eb344f2e1cbe41d7bf0ae4df
EoS/CH4/CH4-Water/293K/EXP1_T293K.txt	107	4	CHAPOY(2003)	d2ee4360a91212fec488fac7c1fb5db4cdc065ce937871499b80dc8f8068bd5d
EoS/CH4/CH4-Water/293K/EXP2_T293K.txt	103	4	CHAPOY(2005)	272c7487f12d44fef4bce01ca2770aaefe9a4991fc7456df21a63157164db887
EoS/CH4/CH4-Water/293K/EXP3_T293K.txt	152	7	WANG(2003)	f17879f71a4e838c7b9142d4e75362b3fe1797dccb717e30e8995b2fe21309e3
EoS/CH4/CH4-Water/293K/EXP4_T293K.txt	116	5	WANG(1995)	28cfd1e61016c4b8646710c845f7f6335ad194c6b30c57adfd49fb72214d2b3f
EoS/CH4/CH4-Water/293K/EXP5_T293K.txt	175	10	OU(2015)	4b2777c82bccd83bb70477ccc1b7cdc37930ba0868e37912930ec768e3b5e2b1
EoS/CH4/CH4-Water/298K/EXP10_T298K.txt	172	6	FROST(2013)	58af51c5a08a47fdb3daa9520f71b2ab011d7901512753a7ee2aa698094dd74d
EoS/CH4/CH4-Water/298K/EXP11_T298K.txt	132	6	MICHELS(1936)	ed2a81509c37c5c88684dc245ee3039c5d49da97a4a4e87e4e45d22a37c58e06
EoS/CH4/CH4-Water/298K/EXP12_T298K.txt	208	11	SACHS(1995)	a7a973bf19ea47029c70472d344b04e29593a3d1f54607b0942c67dc43ac2b50
EoS/CH4/CH4-Water/298K/EXP13_T298K.txt	86	3	STOESSELL(1982)	6fe242a5cbc29c98cc3fc819d54c3ffd8950f2d8329f0748bac7d43260ab8647
EoS/CH4/CH4-Water/298K/EXP14_T298K.txt	140	6	SUSAK(1980)	d5efc50f0ac99534ffdd76cb2e8a769b828f9da2fddd34ef3c70c0394dabe787
EoS/CH4/CH4-Water/298K/EXP15_T298K.txt	103	3	YOKOYAMA(1988)	d3c2669ba418c7cb5fdec6241c7fe420085fb206251bdaeff2e8ddfdb872928b
EoS/CH4/CH4-Water/298K/EXP16_T298K.txt	121	6	KIM(2003)	acfe189f5bc2cda92484d9c5930f2bf1683159ad82e92eb94226b19713e094d5
EoS/CH4/CH4-Water/298K/EXP17_T298K.txt	132	6	WANG(1995)	4c6b83852ede81fd1dd551298bcb0970945fc848bce9d4853082989f82b65f6a
EoS/CH4/CH4-Water/298K/EXP18_T298K.txt	214	11	YANG(2001)	03b26091fc6943a2fc4641b80c453186887c085e455554a81927cc9147c36b12
EoS/CH4/CH4-Water/298K/EXP19_T298K.txt	175	10	OU(2015)	faadd134eb3e50a9ca8db19c9af5d7e2110f30e5bc4b5ea58c56c5acea16e1c3
EoS/CH4/CH4-Water/298K/EXP1_T298K.txt	102	4	ADDICKS(2002)	565eff55b800af4c7f90c8c8a62ec81b9d17a8fe817f616df532836f3fdd47f9
EoS/CH4/CH4-Water/298K/EXP2_T298K.txt	99	4	AWAN(2010)	4ad9e0f8ab31cb25505d7ae4793ed37d8dbea2e455e0ec98932dab315b6d3adb
EoS/CH4/CH4-Water/298K/EXP3_T298K.txt	131	6	BOTGER(2016)	fce807b4da625f521a939e032eab79a05e07909124993e0dab872d46d99c1f88
EoS/CH4/CH4-Water/298K/EXP4_T298K.txt	175	8	CARROLL(1998)	54254bf3a130ddc704a13fafb1919c86d36b5c6c7f437a6ff4a4fc191d77f3df
EoS/CH4/CH4-Water/298K/EXP5_T298K.txt	144	6	CHAPOY(2003)	38df71b42c4ac81aeeb697f213db16fdb07fa231d417e594f6975a7b794dbc02
EoS/CH4/CH4-Water/298K/EXP6_T298K.txt	106	4	CHAPOY(2004)	bf6a565805574b8e9985ad729108527f56a9098664dc003336cbd672ae530050
EoS/CH4/CH4-Water/298K/EXP7_T298K.txt	100	4	CHAPOY(2005)	f5472aa1f0d4f17e126dbd6c1a8ba22231f326f37908d57c068e45770434152b
EoS/CH4/CH4-Water/298K/EXP8_T298K.txt	240	12	CULBERSON(1951)	f6371328c1e055fdc2334b0e17bac461cffd683846811e38473f00f65f67b96a
EoS/CH4/CH4-Water/298K/EXP9_T298K.txt	181	9	DUFFY(1961)	d090c5570b04fa239a180ccfd0d5c69d603393c9e3932c752eb9e88bd10bc840
EoS/CH4/CH4-Water/303K/EXP1_T303K.txt	128	5	CAMPOS(2010)	f01b9cd8c521d95c7090a881c724bf6e196837f558e3f2d5119f24a7c5b69372
EoS/CH4/CH4-Water/303K/EXP2_T303K.txt	139	6	CHAPOY(2003)	5fc4aa4769624f52d13226aa50fe460732155962f17ff52c1fd774812c360d7c
EoS/CH4/CH4-Water/303K/EXP3_T303K.txt	161	8	DUFFY(1961)	653c8ceacbe6533a1415bc3bcf5f0f7af9ac248dc33186470d10a28c8028e02e
EoS/CH4/CH4-Water/303K/EXP4_T303K.txt	155	7	WANG(2003)	078ba7c18b51d1e46dd6db67888616c4f63f1620314a87d1225bf5244ad26353
EoS/CH4/CH4-Water/308K/EXP1_T308K.txt	141	6	CHAPOY(2003)	8754c80c006adfcc86bdb7313cd318d295502fa7ab3d8abd4b4b7affc520d8a7
EoS/CH4/CH4-Water/311K/EXP1_T311K.txt	240	12	CULBERSON(1951)	f876738672b333241b41b164a3b773eeb2307dfe7a1a39ea9e4994a42be24088
EoS/CH4/CH4-Water/311K/EXP2_T311K.txt	106	4	YARRISON(2006)	705bf9d9e878e415dd5851f58c59c3be7fea34e5835558d0abffc83f177e491d
EoS/CH4/CH4-Water/311K/EXP3_T311K.txt	203	10	OLDS(1942)	dbe58a6452432df67621a3b9c18420de61f279f1dd7d837b76ac183756a0f8a1
EoS/CH4/CH4-Water/311K/EXP4_T311K.txt	109	4	AMIRIJAFARI(1972)	0f5b4ccd1f374339baaeb7c36356b8464ae8c67f3f0fe29162a80ab8d1b0ea73
EoS/CH4/CH4-Water/313K/EXP1_T313K.txt	100	4	AWAN(2010)	5329abf01f17c42ab505f702dcdf3dceb721eb074adb008fdf4734d99dc280e7
EoS/CH4/CH4-Water/313K/EXP2_T313K.txt	128	5	CAMPOS(2010)	e2f97f5144f0d294fa283e19c2238eb0972cfb801676caab39ba139392009707
EoS/CH4/CH4-Water/313K/EXP3_T313K.txt	160	7	CARROLL(1998)	59bdb6f46aa17c0b3ed631edca2f37f07a4a8d6466afe0d41ef859985f115555
EoS/CH4/CH4-Water/313K/EXP4_T313K.txt	142	6	CHAPOY(2003)	ced3fbe128fe83cd0a0d83ddf1dc3ee13a53a95fe629b50929b808abab6e6439
EoS/CH4/CH4-Water/313K/EXP5_T313K.txt	107	4	CHAPOY(2004)	c2c8e447acfb4e0760383381d3d79e0c05b3df630f8647252b7b5df2db45cec2
EoS/CH4/CH4-Water/313K/EXP6_T313K.txt	148	5	FROST(2013)	ee6a79637066253a795e6c1950e2634c4414d3ad0d3554a451f66d1d3c1fd597
EoS/CH4/CH4-Water/313K/EXP7_T313K.txt	186	10	KIEPE(2003)	5a2e481ada02f97ee4faad6d2160ed6a635f7288fa565375d0b9c9b0409dab6b
EoS/CH4/CH4-Water/313K/EXP8_T313K.txt	91	3	YARRISON(2006)	9267947ce4b7b88677399aaa06744ff5f9ae125af9ed1be05ef4d852966e9bc2
EoS/CH4/CH4-Water/313K/EXP9_T313K.txt	175	10	OU(2015)	a4947acbcb72c3ec4d5c80191efc966a66cf4870c87e13bafb1a2f6721b48535
EoS/CH4/CH4-Water/318K/EXP1_T318K.txt	144	6	CHAPOY(2003)	7ceae362531618deedb04ba69b90f2b1d3a10c58b135a35e08d19933db9c0626
EoS/CH4/CH4-Water/318K/EXP2_T318K.txt	140	6	SUSAK(1980)	6cc0de4ad4fda346748c4b00e494e660c7187b74086c24807305151d28b61abf
EoS/CH4/CH4-Water/323K/EXP1_T323K.txt	128	5	CAMPOS(2010)	cf0f19fb97bafd11c2bb963ea2c223f3e7481eec63428da1661aa9192c6d2ab5
EoS/CH4/CH4-Water/323K/EXP2_T323K.txt	176	8	CARROLL(1998)	fd849bc12331cafd4f6d2ecf90f6657d5c4132c0b5096af80e9201e290b8b807
EoS/CH4/CH4-Water/323K/EXP3_T323K.txt	146	5	FROST(2013)	286aa44715d71ad43a6a0704b07ca898c567345ccc2b9074fb91d93ad7a30379
EoS/CH4/CH4-Water/323K/EXP4_T323K.txt	146	7	GAO(1997)	449f4fc9ac1025972f1a6aad0aa29e1a4a7267124b80620e1f2dd5cd6809449e
EoS/CH4/CH4-Water/323K/EXP5_T323K.txt	133	6	MICHELS(1936)	109c47a7c2e40dcb104ecb2e28eedcb0a43fec8345996635308ea2ffe743dc19
EoS/CH4/CH4-Water/323K/EXP6_T323K.txt	143	6	OSULLIVAN(1969)	f1c88b03bc149d37bde9fb330723638619b6e5c4f2ec4c0d60ac323893a12fe9
EoS/CH4/CH4-Water/323K/EXP7_T323K.txt	71	2	QIN(2008)	e4f44c3d3f3ad1ef93e0e42695852bff7ebc9de4dc9530a571d0c719de7135a8
EoS/CH4/CH4-Water/323K/EXP8_T323K.txt	103	3	YOKOYAMA(1988)	e6fa6cb69d4b0bda8bf0bc5d6cd4a2d8e9d435f286e0dde0a581b2187f515d93
EoS/CH4/CH4-Water/333K/EXP1_T333K.txt	134	6	SUSAK(1980)	2e95b2e6f0980174bdcfffdceca73d69c978503767beed17d6907b47e4cbd828
EoS/CH4/CH4-Water/333K/EXP2_T333K.txt	175	10	OU(2015)	a8df1f20919a288f98b115489fdc486ec2fe7dfc687460c1760701b6d0a4d757
EoS/CH4/CH4-Water/343K/EXP1_T343K.txt	240	12	CULBERSON(1951)	b7f165d54e5a5e0cada3c1cb6bda2a8203be03fce1463fc587dfcf97a070729b
EoS/CH4/CH4-Water/343K/EXP2_T343K.txt	184	9	OLDS(1942)	0722fe744b2787849308c988e111a5be770c14e11ce1133a763437df684e367f
EoS/CH4/CH4-Water/343K/EXP3_T343K.txt	110	4	AMIRIJAFARI(1972)	9dea70c6573c19c47e0f85789169b7317740568337f05cb361f9499f11c47a18
EoS/CH4/CH4-Water/348K/EXP1_T348K.txt	157	7	CARROLL(1998)	4d03d9b9b52927e721332a21c8c0eea4b924beef0a321397fbfe5da8472064ae
EoS/CH4/CH4-Water/348K/EXP2_T348K.txt	133	6	MICHELS(1936)	fea9f4171579fe3b853d46909c9f811c5da0c95c705dc24cad8ca83fbbaf80af
EoS/CH4/CH4-Water/348K/EXP3_T348K.txt	134	6	SUSAK(1980)	0afefd7a537a949d1563330f5beb5674738bb1045202d33eba819ff38dc2f5a1
EoS/CH4/CH4-Water/353K/EXP1_T353K.txt	169	9	KIEPE(2003)	a516fb636b8b3643b4d7fc84792a138437720ea1ed94c31ca9752413eaf93af7
EoS/CH4/CH4-Water/353K/EXP2_T353K.txt	175	10	OU(2015)	f0689684c0a9c57c2de78d04cf517e28fbcb634378da693ae3d9a42c9bf2ba35
EoS/CH4/CH4-Water/367K/EXP1_T367K.txt	157	7	YARRISON(2006)	98e91b8958241a667c074b6db45b7553543fb9a843c765ea15e20f5989432a76
EoS/CH4/CH4-Water/373K/EXP1_T373K.txt	134	6	SUSAK(1980)	fafdb7150335429cd89e52a3c9c6035507e303166e29cedb1a4dd34d5465fcca
EoS/CH4/CH4-Water/373K/EXP1_T373K_X.txt	182	10	BLOUNT(1979)	bdbbb91df790bf543d4572d81d0ee6f3564e23ce123721496714789d59d95167
EoS/CH4/CH4-Water/373K/EXP2_T373K.txt	143	6	CARROLL(1998)	5cb45192039dc8c7692cbbeee138ab63ad53d033cb6f4d55d157a5c05305f682
EoS/CH4/CH4-Water/373K/EXP3_T373K.txt	141	7	KIEPE(2003)	125944fb00775555b6322a80b9c8a1e54df3e1bd6e3f027b71698894dc454b2a
EoS/CH4/CH4-Water/373K/EXP4_T373K.txt	133	6	MICHELS(1936)	349354c9d50c704aa438ce74eec3c142488af9356a263187f302115b37bfdbf5
EoS/CH4/CH4-Water/373K/EXP5_T373K.txt	175	10	OU(2015)	9909e1797923c2865515e2cfbfad6be7d37542d71516595d3d6e6837a8238c6b
EoS/CH4/CH4-Water/375K/EXP1_T375K.txt	138	7	GAO(1997)	3b6c18e94ee8fd3a063fa13162051f61ce99a9f3cd1f0e2c76f9996f4e951572
EoS/CH4/CH4-Water/375K/EXP2_T375K.txt	143	6	OSULLIVAN(1969)	ecdc835e65a3ca850b57d2d7a64691235b8aa75f98647999dd520ce80b2f1a26
EoS/CH4/CH4-Water/375K/EXP3_T375K.txt	125	5	QIN(2008)	dd38a4ab7c0fc3dc3d9e8819897d0b5df500542814d220f5b5b226bd2ded02f3
EoS/CH4/CH4-Water/378K/EXP1_T378K.txt	240	12	CULBERSON(1951)	c526e6aa9fbf04530581b96021577da8b9a1dcf905bd17c63b6f8ebe00634995
EoS/CH4/CH4-Water/378K/EXP2_T378K.txt	266	14	OLDS(1942)	30ef5b3f34d81fca838f7843c035513f413b03c4fba9607c475a077dbd72aabc
EoS/CH4/CH4-Water/393K/EXP1_T393K.txt	175	10	OU(2015)	51c15c9121231edfacac5cd219be0e6cb4012b25c844e3e05ca7bc6c4757dcf8
EoS/CH4/CH4-Water/398K/EXP1_T398K.txt	157	7	CARROLL(1998)	bbc6bf017adc92a28d43d3773059750791fbcfcabe504a545c5f97de36ad608e
EoS/CH4/CH4-Water/398K/EXP2_T398K.txt	133	6	MICHELS(1936)	48abfe2601c261d1694a206d1569287a628943aa00e2d13b3f9aa058e96925db
EoS/CH4/CH4-Water/398K/EXP3_T398K.txt	143	6	OSULLIVAN(1969)	959bb7f019793c8eb92774018a99d4f26f0ca7ec27a03ffd27ba7cf97f040387
EoS/CH4/CH4-Water/398K/EXP4_T398K.txt	134	6	SUSAK(1980)	6e620623fd01e6a2cb54d54a83a1471d335c324a881a07bebfa10a13c078a3bb
EoS/CH4/CH4-Water/411K/EXP1_T411K.txt	236	12	CULBERSON(1951)	ee700b0f319c3fc5bf9f69f0d7526159b7a3c5345dab0290df66e03ce4a01322
EoS/CH4/CH4-Water/411K/EXP2_T411K.txt	210	11	OLDS(1942)	c6c7fe83924b5ef95c33dd9043547840bc585d7e41b7fa3421f94d3ac812dd37
EoS/CH4/CH4-Water/413K/EXP1_T413K.txt	175	10	OU(2015)	15319a85b11e67835a1fccb4b8b552bb5a01fdba61ec83489b0d4df02e5e5acd
EoS/CH4/CH4-Water/423K/EXP1_T423K.txt	157	7	YARRISON(2006)	b3aaac9a5ff2f2ca68f43263ad3d5a623abab3f7e3a73ae62663938ae1c4f0ac
EoS/CH4/CH4-Water/423K/EXP1_T423K_X.txt	133	6	MICHELS(1936)	0d1f56b7c4f16a6aa16908941931dfdf216178e563bf074ce5563add830c93a1
EoS/CH4/CH4-Water/423K/EXP2_T423K.txt	134	6	SUSAK(1980)	c034f6ba4fa0c8dced1ef6d273131988699d1c88b6250e626197922844f2769d
EoS/CH4/CH4-Water/423K/EXP3_T423K.txt	231	12	SULTANOV(1972)	2ba279758796a5435fadb29d7b384136ca3a19d39f206bcbf9de05de9ad0a268
EoS/CH4/CH4-Water/427K/EXP1_T427K.txt	192	9	PRICE(1979)	ffa5c33218e735ef3457f5112f3e87ecdaa853626569f7fc2636db536bda5488
EoS/CH4/CH4-Water/433K/EXP1_T433K.txt	175	10	OU(2015)	6896f4fdab6f45aaa28e79bf853c264fcf824de7951ce58c91ec03f2981c0936
EoS/CH4/CH4-Water/443K/EXP1_T443K.txt	240	12	CULBERSON(1951)	5d5c0b68a3560dd509b68138319243fe7aaa361e5ab0025bbf0e1fa016b19b01
EoS/CH4/CH4-Water/443K/EXP2_T444K.txt	210	11	OLDS(1942)	2a27ac2d324f50bd334d2762b04951b037888228110bb9c3ce9c706cb22c2786
EoS/CH4/CH4-Water/448K/EXP1_T448K.txt	134	6	SUSAK(1980)	3be4f91065ee6d3446c82fb851e78b52127fe2e1357028bb52bf67c5afb7e210
EoS/CH4/CH4-Water/453K/EXP1_T453K.txt	175	10	OU(2015)	32cbd87597d1c4dce5e59fbe71bb2a1cf7d8e0c3621eac05bfac765c71063f8c
EoS/CH4/CH4-Water/467K/EXP1_T467K.txt	175	8	YARRISON(2006)	5f5b026308d8b619ca626372ac79177da8d6bd9e2df14ff5f6d713555eff674e
EoS/CH4/CH4-Water/473K/EXP1_T473K.txt	134	6	SUSAK(1980)	04c4ff05aa1bd4161498a36872090ada4f3b1227165e268539605f490ed796cc
EoS/CH4/CH4-Water/473K/EXP2_T473K.txt	231	12	SULTANOV(1972)	d4b656239153b39f44fa0c5a12d218c2ba33edddbb661873285ad968a8747ae8
EoS/CH4/CH4-Water/473K/EXP3_T473K.txt	175	10	OU(2015)	df12a181a2f2dba9c08570f2c8b818ece9c5339d471eeffb8f7794f99e67407c
EoS/CH4/CH4-Water/478K/EXP1_T478K.txt	175	8	PRICE(1979)	c53599a5c35d5663a0525f6a7d0e1080c9d73df338aa03a24b0ecc1fe5d41eff
EoS/CH4/CH4-Water/478K/EXP2_T478K.txt	175	8	YARRISON(2006)	0f08c4e631988567e273466be28369a084b23718dbc7ead86684bd6f958301fa
EoS/CH4/CH4-Water/478K/EXP3_T478K.txt	208	11	OLDS(1942)	8ff8491d9c724a4a1f6b3fe8c5506708b9eb4f7d34567426e6e65271eab56653
EoS/CH4/CH4-Water/494K/EXP1_T494K.txt	158	7	PRICE(1979)	7ec11ec626cef884943237e39f9b8f424943374bd2adcafb006fac1473e48e18
