dataset_id,source,gas,property,T_K,P_bar,y_co2_dry,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,value,uncertainty,quality,tag
ternary_ccw_qin2008,QIN(2008),co2,xc_saltfree,376.0,402.0,0.7237,0.0,0.0,0.0,0.0,0.0,0.0,0.01882,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2-ch4,y_h2o,376.0,402.0,0.7237,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,,T,test-only
ternary_ccw_qin2008,QIN(2008),ch4,xc_saltfree,376.0,402.0,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.00199,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2,xc_saltfree,376.0,402.0,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.01414,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2-ch4,y_h2o,376.0,402.0,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.01923,,T,test-only
ternary_ccw_qin2008,QIN(2008),ch4,xc_saltfree,376.0,402.0,0.4103,0.0,0.0,0.0,0.0,0.0,0.0,0.00222,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2,xc_saltfree,376.0,402.0,0.4103,0.0,0.0,0.0,0.0,0.0,0.0,0.01172,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2-ch4,y_h2o,376.0,402.0,0.4103,0.0,0.0,0.0,0.0,0.0,0.0,0.01695,,T,test-only
ternary_ccw_qin2008,QIN(2008),ch4,xc_saltfree,376.0,500.0,0.7224,0.0,0.0,0.0,0.0,0.0,0.0,0.00152,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2,xc_saltfree,376.0,500.0,0.7224,0.0,0.0,0.0,0.0,0.0,0.0,0.01971,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2-ch4,y_h2o,376.0,500.0,0.7224,0.0,0.0,0.0,0.0,0.0,0.0,0.02676,,T,test-only
ternary_ccw_qin2008,QIN(2008),ch4,xc_saltfree,376.0,500.0,0.5286,0.0,0.0,0.0,0.0,0.0,0.0,0.00215,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2,xc_saltfree,376.0,500.0,0.5286,0.0,0.0,0.0,0.0,0.0,0.0,0.01549,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2-ch4,y_h2o,376.0,500.0,0.5286,0.0,0.0,0.0,0.0,0.0,0.0,0.02199,,T,test-only
ternary_ccw_qin2008,QIN(2008),ch4,xc_saltfree,376.0,500.0,0.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.00258,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2,xc_saltfree,376.0,500.0,0.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.01179,,T,test-only
ternary_ccw_qin2008,QIN(2008),co2-ch4,y_h2o,376.0,500.0,0.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.01821,,T,test-only
