dataset_id,source,gas,property,T_K,P_bar,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,value,uncertainty,quality,tag
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T323K.txt,,rho,323,299,6,6,0,0,0,0,1189.69,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T323K.txt,,rho,323,399,6,6,0,0,0,0,1192.73,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T323K.txt,,rho,323,499,6,6,0,0,0,0,1195.77,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T323K.txt,,rho,323,599,6,6,0,0,0,0,1198.7,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T323K.txt,,rho,323,684,6,6,0,0,0,0,1201.09,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,9,1.06,1.06,0,0,0,0,1014.93,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,99,1.06,1.06,0,0,0,0,1018.61,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,199,1.06,1.06,0,0,0,0,1022.67,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,299,1.06,1.06,0,0,0,0,1026.61,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,399,1.06,1.06,0,0,0,0,1030.49,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,499,1.06,1.06,0,0,0,0,1034.25,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,599,1.06,1.06,0,0,0,0,1037.94,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,684,1.06,1.06,0,0,0,0,1041.08,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,9,3.16,3.16,0,0,0,0,1084.57,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,99,3.16,3.16,0,0,0,0,1087.94,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,199,3.16,3.16,0,0,0,0,1091.54,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,299,3.16,3.16,0,0,0,0,1095.09,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,399,3.16,3.16,0,0,0,0,1098.65,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,499,3.16,3.16,0,0,0,0,1101.95,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,599,3.16,3.16,0,0,0,0,1105.34,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,684,3.16,3.16,0,0,0,0,1108.22,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,9,6,6,0,0,0,0,1165.53,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,99,6,6,0,0,0,0,1168.53,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,199,6,6,0,0,0,0,1171.76,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,299,6,6,0,0,0,0,1174.98,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,399,6,6,0,0,0,0,1178.07,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,499,6,6,0,0,0,0,1181.15,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,599,6,6,0,0,0,0,1184.21,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T348K.txt,,rho,348,684,6,6,0,0,0,0,1186.78,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,9,1.06,1.06,0,0,0,0,998.89,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,99,1.06,1.06,0,0,0,0,1002.77,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,199,1.06,1.06,0,0,0,0,1007,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,299,1.06,1.06,0,0,0,0,1011.16,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,399,1.06,1.06,0,0,0,0,1015.15,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,499,1.06,1.06,0,0,0,0,1019.09,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,599,1.06,1.06,0,0,0,0,1022.88,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,684,1.06,1.06,0,0,0,0,1026.09,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,9,3.16,3.16,0,0,0,0,1068.6,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,99,3.16,3.16,0,0,0,0,1072.14,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,199,3.16,3.16,0,0,0,0,1075.95,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,299,3.16,3.16,0,0,0,0,1079.61,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,399,3.16,3.16,0,0,0,0,1083.24,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,499,3.16,3.16,0,0,0,0,1086.77,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,599,3.16,3.16,0,0,0,0,1090.25,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,684,3.16,3.16,0,0,0,0,1093.16,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,9,6,6,0,0,0,0,1149.58,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,99,6,6,0,0,0,0,1152.7,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,199,6,6,0,0,0,0,1156.09,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,299,6,6,0,0,0,0,1159.48,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,399,6,6,0,0,0,0,1162.74,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,499,6,6,0,0,0,0,1165.95,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,599,6,6,0,0,0,0,1169,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T373K.txt,,rho,373,684,6,6,0,0,0,0,1171.6,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,9,1.06,1.06,0,0,0,0,980.42,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,99,1.06,1.06,0,0,0,0,984.6,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,199,1.06,1.06,0,0,0,0,989.13,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,299,1.06,1.06,0,0,0,0,993.51,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,399,1.06,1.06,0,0,0,0,997.76,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,499,1.06,1.06,0,0,0,0,1002.02,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,599,1.06,1.06,0,0,0,0,1006.01,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,684,1.06,1.06,0,0,0,0,1009.32,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,9,3.16,3.16,0,0,0,0,1051.16,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,99,3.16,3.16,0,0,0,0,1054.84,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,199,3.16,3.16,0,0,0,0,1058.92,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,299,3.16,3.16,0,0,0,0,1062.79,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,399,3.16,3.16,0,0,0,0,1066.63,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,499,3.16,3.16,0,0,0,0,1070.44,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,599,3.16,3.16,0,0,0,0,1074.07,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,684,3.16,3.16,0,0,0,0,1077.08,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,9,6,6,0,0,0,0,1132.48,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,99,6,6,0,0,0,0,1135.74,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,199,6,6,0,0,0,0,1139.35,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,299,6,6,0,0,0,0,1142.8,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,399,6,6,0,0,0,0,1146.27,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,499,6,6,0,0,0,0,1149.66,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,599,6,6,0,0,0,0,1152.86,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T398K.txt,,rho,398,684,6,6,0,0,0,0,1155.61,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,9,1.06,1.06,0,0,0,0,959.71,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,99,1.06,1.06,0,0,0,0,964.31,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,199,1.06,1.06,0,0,0,0,969.29,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,299,1.06,1.06,0,0,0,0,974.04,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,399,1.06,1.06,0,0,0,0,978.6,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,499,1.06,1.06,0,0,0,0,983.2,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,599,1.06,1.06,0,0,0,0,987.46,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,684,1.06,1.06,0,0,0,0,991.15,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,9,3.16,3.16,0,0,0,0,1031.93,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,99,3.16,3.16,0,0,0,0,1036.08,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,199,3.16,3.16,0,0,0,0,1040.37,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,299,3.16,3.16,0,0,0,0,1044.51,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,399,3.16,3.16,0,0,0,0,1048.68,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,499,3.16,3.16,0,0,0,0,1052.68,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,599,3.16,3.16,0,0,0,0,1056.58,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,684,3.16,3.16,0,0,0,0,1059.82,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,9,6,6,0,0,0,0,1114.2,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,99,6,6,0,0,0,0,1117.84,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,199,6,6,0,0,0,0,1121.56,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,299,6,6,0,0,0,0,1125.33,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,399,6,6,0,0,0,0,1128.98,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,499,6,6,0,0,0,0,1132.56,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,599,6,6,0,0,0,0,1136.03,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T423K.txt,,rho,423,684,6,6,0,0,0,0,1138.92,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,9,1.06,1.06,0,0,0,0,936.49,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,99,1.06,1.06,0,0,0,0,941.64,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,199,1.06,1.06,0,0,0,0,947.14,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,299,1.06,1.06,0,0,0,0,952.41,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,399,1.06,1.06,0,0,0,0,957.55,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,499,1.06,1.06,0,0,0,0,962.42,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,599,1.06,1.06,0,0,0,0,967.35,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,684,1.06,1.06,0,0,0,0,971.22,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,9,3.16,3.16,0,0,0,0,1010.87,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,99,3.16,3.16,0,0,0,0,1015.28,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,199,3.16,3.16,0,0,0,0,1020.13,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,299,3.16,3.16,0,0,0,0,1024.61,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,399,3.16,3.16,0,0,0,0,1029.15,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,499,3.16,3.16,0,0,0,0,1033.43,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,599,3.16,3.16,0,0,0,0,1037.71,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,684,3.16,3.16,0,0,0,0,1041.14,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,9,6,6,0,0,0,0,1094.62,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,99,6,6,0,0,0,0,1098.38,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,199,6,6,0,0,0,0,1102.62,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,299,6,6,0,0,0,0,1106.53,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,399,6,6,0,0,0,0,1110.46,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,499,6,6,0,0,0,0,1114.27,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,599,6,6,0,0,0,0,1118.04,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T448K.txt,,rho,448,684,6,6,0,0,0,0,1121.1,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,99,1.06,1.06,0,0,0,0,916.86,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,199,1.06,1.06,0,0,0,0,923.12,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,299,1.06,1.06,0,0,0,0,929,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,399,1.06,1.06,0,0,0,0,934.76,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,499,1.06,1.06,0,0,0,0,940.22,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,599,1.06,1.06,0,0,0,0,945.52,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,684,1.06,1.06,0,0,0,0,949.91,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,99,3.16,3.16,0,0,0,0,993.19,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,199,3.16,3.16,0,0,0,0,998.47,0.5,T,fit-eligible
rho_alghafri,ALGHAFRI(2012) / EXP_NaCl_T473K.txt,,rho,473,299,3.16,3.16,0,0,0,0,1003.47,0.5,T,fit-eligible
