dataset_id,source,gas,property,T_K,P_bar,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,value,uncertainty,quality,tag
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,3,3,0,0,0,0,1.045392813,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,3.5,3.5,0,0,0,0,1.079420348,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,4,4,0,0,0,0,1.11524891,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,4.5,4.5,0,0,0,0,1.152660483,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,5,5,0,0,0,0,1.191487653,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,5.5,5.5,0,0,0,0,1.231599331,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,6,6,0,0,0,0,1.272891313,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.01,0.01,0,0,0,0.9672207627,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.05,0.05,0,0,0,0.9400897436,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.1,0.1,0,0,0,0.9262391672,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.2,0.2,0,0,0,0.9129037529,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.35,0.35,0,0,0,0.9039422563,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.5,0.5,0,0,0,0.8998101919,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.75,0.75,0,0,0,0.8974714885,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1,1,0,0,0,0.8980463289,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1.25,1.25,0,0,0,0.9003110243,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1.5,1.5,0,0,0,0.9037197068,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,2,2,0,0,0,0.9128775195,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,2.5,2.5,0,0,0,0.9241600439,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,3,3,0,0,0,0.9368632515,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,3.5,3.5,0,0,0,0.9505491567,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,4,4,0,0,0,0.964918079,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,4.5,4.5,0,0,0,0.979753238,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,4.8,4.8,0,0,0,0.9888087894,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.02,0,0.01,0,0,0.9070057932,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.1,0,0.05,0,0,0.86335179,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.2,0,0.1,0,0,0.8549644765,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.4,0,0.2,0,0,0.8609059071,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.7,0,0.35,0,0,0.8840532161,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1,0,0.5,0,0,0.9145461681,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1.5,0,0.75,0,0,0.9758963283,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,2,0,1,0,0,1.046813921,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,2.5,0,1.25,0,0,1.124671296,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,3,0,1.5,0,0,1.207678478,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,4,0,2,0,0,1.384435901,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,5,0,2.5,0,0,1.570582336,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.02,0,0,0.01,0,0.9081293363,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.1,0,0,0.05,0,0.8678818684,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.2,0,0,0.1,0,0.862938293,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.4,0,0,0.2,0,0.8748666537,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,0.7,0,0,0.35,0,0.9063985143,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1,0,0,0.5,0,0.9453388614,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,1.5,0,0,0.75,0,1.02157383,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,2,0,0,1,0,1.108661022,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,2.5,0,0,1.25,0,1.204057747,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,3,0,0,1.5,0,1.305985873,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,4,0,0,2,0,1.524697655,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,5,0,0,2.5,0,1.758210542,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,6,0,0,3,0,2.002877739,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,7,0,0,3.5,0,2.256569582,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,8,0,0,4,0,2.517983713,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0,9,0,0,4.5,0,2.786291736,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0.02,0,0,0,0,0.01,0.8983315499,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0.1,0,0,0,0,0.05,0.8282281263,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0.2,0,0,0,0,0.1,0.7932173756,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0.4,0,0,0,0,0.2,0.7539074946,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,0.7,0,0,0,0,0.35,0.7168790847,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,1,0,0,0,0,0.5,0.6906643998,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,1.5,0,0,0,0,0.75,0.6602642571,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,2,0,0,0,0,1,0.6408247777,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,2.5,0,0,0,0,1.25,0.6290876902,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,3,0,0,0,0,1.5,0.6231751423,0.005,R,fit-eligible
phi_osm_harness,PitzerMayorga1973_TI_TVI,,phi_osm,298.15,1,4,0,0,0,0,2,0.6243571085,0.005,R,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,0.308,0,0,0,0,0.154,0.7526,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,0.39,0,0,0,0,0.195,0.7322,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,0.598,0,0,0,0,0.299,0.7158,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,0.93,0,0,0,0,0.465,0.6937,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.008,0,0,0,0,0.504,0.695,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.29,0,0,0,0,0.645,0.655,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.51,0,0,0,0,0.755,0.6486,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.62,0,0,0,0,0.81,0.6796,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.734,0,0,0,0,0.867,0.6439,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.944,0,0,0,0,0.972,0.6833,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,1.998,0,0,0,0,0.999,0.662,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,2.106,0,0,0,0,1.053,0.6848,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,2.272,0,0,0,0,1.136,0.6862,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,2.432,0,0,0,0,1.216,0.6884,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,2.492,0,0,0,0,1.246,0.6749,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,2.59,0,0,0,0,1.295,0.6904,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,2.912,0,0,0,0,1.456,0.6951,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.04,0,0,0,0,1.52,0.6431,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.076,0,0,0,0,1.538,0.698,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.262,0,0,0,0,1.631,0.6465,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.476,0,0,0,0,1.738,0.651,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.482,0,0,0,0,1.741,0.6807,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.7,0,0,0,0,1.85,0.6854,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,3.91,0,0,0,0,1.955,0.6616,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,4.126,0,0,0,0,2.063,0.6682,0.01,T,fit-eligible
phi_osm_harness,Schlaikjer2018_Fig3_digitized,,phi_osm,373.15,1.5,4.34,0,0,0,0,2.17,0.6751,0.01,T,fit-eligible
